Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,FirstAuthor,AllAuthors,Citation,Title,Date,Vol
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Goodlad, M.H.",,"Shetland scallop fishery, May 1971. (20/71) [no document available]",01/01/1971
Scotland,,,1971,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Sangster, G.I. & Hemmings, C.C.",,A chronological record of gear and fish behaviour experiments carried out on the seine netter Boy Andrew (wk 171) 11th-27th August 1970. (21/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Chapman, C.J.",,The behaviour of Nephrops and trawling. (22/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"de Silva, S.T.R.",,"Report on trials conducted with a 1040 mesh, 4-panel pelagic net on the bottom on board FRV Clupea. (23/71) [no document available]",01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Galbraith, R.D.",,"Report on visit to RV Halcyon, Campbeltown -10.9.71. (24/71) [no document available]",01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Corrigall, A.",,"Seine net instrumented trials, Moray Firth 1970. (25/71) [no document available]",01/01/1971
Scotland,,,1971,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"MacLennan, D.N. & de Silva, S.T.R.",,Report on the engineering performance of a modified Engels gear used from RV Tridens. (26/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Hall, W.B.",,Statistical results of the effect on codend mesh selection of using a large mesh Ulstron cover over a Courlene codend from FRV Mara cruise in February/March 1971. (27/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Cattenach, D.",,Tests on an electrical deck tension meter system aboard FRS Explorer. (28/71) [no document available],01/01/1971
Scotland,,,1971,3,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Johnston, R.; Adams, J.A. & Dooley, H.D.",,"Some observations on the hydrography, chemistry and plankton of the Firth of Clyde in relation to nitrate-rich effluents. (29/71) [no document available]",01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"MacLennan, D.N.",,Program pinger. (30/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Goodlad, M.H.",,"Escallop fishery, April-June 1971. (31/71) [no document available]",01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"MacLennan, D.N.",,Program pinger (issue 2). (32/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"de Silva, S.T.R.",,Towing capability of FRV Clupea in relation to engine power. (33/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Stewart, P.A.M.",,An exploratory investigation into the effects of electric fields in burrowed Nephrops. (34/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Stewart, P.A.M.",,The design and testing of a prototype electrified Nephrops trawl. (35/71) [no document available],01/01/1971
Scotland,,,1971,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Stewart, P.A.M.",,A review of marine electrical fishing. (36/71) [no document available],01/01/1971
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0172.pdf,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Stewart, P.A.M.",,The selection of electrode materials for electrical fishing. (01/72),01/01/1972
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/ir0272.pdf,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Seaton, D.D.",,"Dinoflagellates associated with mass mortalities of marine organisms and/or capable of toxin production, with particular reference to the North Sea and adjacent sea areas. (02/72)",01/01/1972
Scotland,,,1972,UFO,Fisheries Research Services,Marine Laboratory Internal Reports,,,-,,Implementation of the Camac Interface System on the 920C computer.(03/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Ferro, R.S.T.",,"Preliminary analysis of results of cruise no. 72-1 on research vessel John N Cobb of National Marine Fisheries Service, UD Department of Commerce, Seattle. (04/72) [no document available]",01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Topping, G.",,Dilution and dispersion of a pulp mill waste. (05/72) [no document available],01/01/1972
Scotland,,,1972,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Hall, W.B. & Pope, J.A.",,A review of double cod-end selectivity experiments. (06/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Mowat, M.J.D.",,The Marine Laboratory computer data logging system (ABLOG Issue 2). Interim report on data logging software used on FRS Explorer. (07/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"MacLennan, D.N.",,Some ideas on the design of a ship referenced warp angle meter. (08/72) [no document available],01/01/1972
Scotland,,,1972,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"MacLennan, D.N. & Cattenach, D.",,Evaluation of the Humber St Andrews electronic warp load meter system as installed on board FRS Explorer. (09/72) [no document available],01/01/1972
Scotland,,,1972,3,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Hawkins, A.D.; MacLennan, D.N. & Urquhart, G.",,Report on noise trials of the motor trawlers Samarian (GY 445) and Ross Cheetah (GY 614). (11/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"MacLennan, D.N.",,Computation of hydrophone array dimensions. (10/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Strange, E.S.",,Some further limited otterboard trials on the stern trawler MV Avenger on 18.8.72. (12/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Strange, E.S.",,Survey of names used in Scotland to describe fishing gear. (13/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Corrigall, A.",,A preliminary report on pair trawl trials held off Orkney 13 July - 9 August 1972. (14/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Henderson, E.W.",,The use of ping-pong balls to measure curents near the bottom of Loch Thuirnaig. (15/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Ferro, R.S.T.",,Some collected data from wind tunnel and tank tests on the hydrodynamic properties of lifting devices for trawl headlines. (16/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Mowat, M.J.D.",,The use of a digital computer to solve the equations for hyperbolic navigational aids with special reference to the Decca Navigator. (17/72) [no document available],01/01/1972
Scotland,,,1972,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Corrigall, A.",,Fishing trials with stabilized diverting depressors. (18/72) [no document available],01/01/1972
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/ir0173.pdf,1973,4,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Adams, J.A.; Fraser, J.H.; Seaton, D.D. & Hay, S.J.",,The results obtained from plankton sampling in Loch Linnhe and Loch Eil during a study of the effects of the pulp and paper mill at Annat Point. (01/73),01/01/1973
Scotland,,,1973,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Wootten, R.",,Nematode parasites of marine mammals from Scottish waters. (02/73) [no document available],01/01/1973
Scotland,,,1973,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Shanks, A.M.",,A statistical analyais of cod-end shrinkage tests. (03/73) [no document available],01/01/1973
Scotland,,,1973,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"MacLennan, D.N.",,Engineering performance data on single boat pelagic gears for vessel powers between 200 and 2000 HP. (04/73) [no document available],01/01/1973
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/ir5-73.pdf,1973,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Chapman, C.J.",,The responses of fish to sound. (05/73),01/01/1973
Scotland,,,1973,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Wileman, D.A. & de Silva, S.T.R.",,The engineering performance of pelagic trawling gear. Part 2: trials from FRS Clupea May/June 1972. (06/73) [no document available],01/01/1973
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/ir7-73.pdf,1973,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Stewart, P.A.M.",,The response of cod and some species of flat fish to moving electrical fields. (07/73),01/01/1973
Scotland,,,1973,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Ferro, R.S.T.",,Performance analysis of Larsson experimental trawl gear. (08/73) [no document available],01/01/1973
Scotland,,,1973,4,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Johnston, R.; Topping, G.; McIntyre, A.D. & Gamble, J.C.",,Studies on Montrose Channel and its effluents. (09/73) [no document available],01/01/1973
Scotland,,http://www.scotland.gov.uk/http/Uploads/Documents/ir10-73.pdf,1973,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Chapman, C.J. & Johnstone, D.F.",,The attraction of fish to low frequency sound. (10/73),01/01/1973
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0174.pdf,1974,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Stewart, P.A.M.",,The reactions of flat fish in natural conditions to stimulation by pulsed electric fields. (01/74),01/01/1974
Scotland,,,1974,3,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Chapman, C.J.; Johnstone, A.D.F. & Urquhart, G.G.",,Preliminary acoustic tracking studies on Nephrops norvegicus. (02/74) [no document available],01/01/1974
Scotland,,,1974,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Johnstone, R.",,An exploratory appraisal of the inputs of domestic and industrial wastes to the North Sea with regard to Scottish marine fisheries. (03/74) [no document available],01/01/1974
Scotland,,,1974,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Hemmings, C.C.",,The feasibility of studying demersal seine net efficiency using an acoustic scanner detector. (04/74) [no document available],01/01/1974
Scotland,,,1974,3,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Wileman, D.A. & Galbraith, R.D. & Foster, J.F.",,The engineering performance of demersal trawling gear report on trials aboard FRS Scotia January/February 1973. (05/74) [no document available],01/01/1974
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0675.pdf,1975,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Stewart, P.A.M.",,Experiments in Burghead Bay on the reactions of flatfish to electrical stimulation. (06/75),01/01/1975
Scotland,,,1975,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Conway, D.V.P. & Minton, R.C.",,Identification of the copepodid stages of some Calanoid copepods. (07/75) [no document available],01/01/1975
Scotland,,,1975,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"de Silva, S.T.R. & Ferro, R.S.T.",,"The engineering performance of pelagic trawling gear: trials on FRS Clupea, 1974. (08/75) [no document available]",01/01/1975
Scotland,,,1975,1,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Coogan, H.F.",,"Report on initial performance trials of the towed underwater vehicle (TUV), August 1975. (09/75) [no document available]",01/01/1975
Scotland,,,1976,4,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Chapman, C.J.; Kinnear, J.A.M.; Howell, T. & Ballantyne, K.",,Diving observations on the behaviour of queens in relation to the otter trawl. (10/76) [no document available],01/01/1976
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1196.pdf,1976,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Stewart, P.A.M. & Chapman, C.J.",,Aquarium experiments on the use of fixed electrical screens. (11/76),01/01/1976
Scotland,,,1976,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Kinnear, J.A.M. & Chapman, C.J.d",,The use of ultrasonic transmitters to monitor movements of large decapod crustaceans. (12/76) [no document available],01/01/1976
Scotland,,,1976,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Conway, D.V.P. & Minton, R.C.",,Vertical distribution of zooplankton and larval gadoids in the northern North Sea. (13/76) [no document available],01/01/1976
Scotland,,,1976,2,Fisheries Research Services,Marine Laboratory Internal Reports,,,"Johnstone, A.D.F. & Shelton, R.G.J.",,Unconditioned responses of the cod Gadus morhua L. to Cryolite sludge. (14/76) [no document available],01/01/1976
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/sarr3.pdf,1996,1,Fisheries Research Services,Scottish Aquaculture Research Reports,,,"Munro, A.L.S.",,"Report on the first recorded outbreak of viral haemorrhagic septicaemia (VHS) in GB and subsequent actions to contain, eradicate and investigate the origins of the infection",01/01/1996
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/sarr1.pdf,1992,3,Fisheries Research Services,Scottish Aquaculture Research Reports,,,"Raynard, R.; Houghton, G. & Munro, A.L.S.",,Pancreas disease of Atlantic salmon: proceedings of a European Commission workshop,01/01/1992
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/sarr2.pdf,1992,1,Fisheries Research Services,Scottish Aquaculture Research Reports,,,"Johnstone, R.",,Production and performance of triploid Atlantic salmon in Scotland,01/01/1992
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/19_1996.pdf,1996,2,Fisheries Research Services,Aquaculture Information Series,,,"Wood, B.P. & Fraser, D.I.",,Bonamiasis,01/01/1996
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/18_1996.pdf,1996,1,Fisheries Research Services,Aquaculture Information Series,,,"Wood, B.P.",,Marteiliasis,01/01/1996
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/17_1996.pdf,1996,1,Fisheries Research Services,Aquaculture Information Series,,,"Mitchell, C.G.",,Diplostomum,01/01/1996
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/15_1996.pdf,1996,1,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W.",,Cold water vibriosis caused by Vibrio salmonicida,01/01/1996
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/16_1996.pdf,1996,1,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W.",,Nephrocalcinosis,01/01/1996
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/14_1993.pdf,1993,1,Fisheries Research Services,Aquaculture Information Series,,,"Mitchell, C.G.",,Eubothrium,01/01/1993
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/12_1991.pdf,1991,2,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W. & Munro, A.L.S.",,The calculation of various treatment dose rates in fish farming,01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/13_1991.pdf,1991,1,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W.",,Whirling disease,01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/10_1990.pdf,1990,1,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W.",,Enteric redmouth disease,01/01/1990
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/11_1990.pdf,1990,1,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W.",,Miscellaneous external abnormalities of farmed salmonids,01/01/1990
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/04_1989.pdf,1989,1,Fisheries Research Services,Aquaculture Information Series,,,"Ellis, A.E.",,Fish vaccination,01/01/1989
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/05_1989.pdf,1989,1,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W.",,Fungal infections of farmed salmon and trout,01/01/1989
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/06_1989.pdf,1989,1,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W.",,Fresh water and marine mussels and their effects upon farmed fish,01/01/1989
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/07_1989.pdf,1989,1,Fisheries Research Services,Aquaculture Information Series,,,"Ellis, A.E.",,Vibriosis of salmonids in Scotland,01/01/1989
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/08_1989.pdf,1989,1,Fisheries Research Services,Aquaculture Information Series,,,"Smail, D.A.",,Skin warts of Atlantic salmon,01/01/1989
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/09_1989.pdf,1989,1,Fisheries Research Services,Aquaculture Information Series,,,"Seaton, D.D.",,Fish kills by planktonic organisms,01/01/1989
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/02_1988.pdf,1988,1,Fisheries Research Services,Aquaculture Information Series,,,"Munro, A.L.S.",,Infectious pancreatic necrosis (IPN),01/01/1988
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/01_1988.pdf,1988,1,Fisheries Research Services,Aquaculture Information Series,,,"Munro, A.L.S.",,Furunculosis in farmed Atlantic salmon in Scotland,01/01/1988
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/03_1988.pdf,1988,1,Fisheries Research Services,Aquaculture Information Series,,,"Bruno, D.W.",,Bacterial kidney disease,01/01/1988
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Braeri.pdf,1993,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,Interim report of the marine monitoring programme on the Braer oil-spill - March 1993,01/04/1993
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Biological.pdf,2002,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,"Industry/Science Partnership 2001-2002, Volume 2: Report on biological information gathered from Scottish fishing vessels",05/11/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/trawls.pdf,2002,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,"Industry/Science Partnership 2001-2002, Volume 1: Report of Scottish trials assessing the selectivity of Trawls and Seines",05/11/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/framework document.pdf,2003,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,FRS Framework Document,07/02/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/GuidNoteVersion4.pdf,2005,3,Fisheries Research Services,FRS Other Reports,,,"Morrice, S.; Walker, A. & McMurchie, Y.",,Broodstock Guidance Notes version 4,26/08/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/2003to2004YEARREPORT.pdf,2005,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,"Monitoring compliance with ""A Code of Practice to Avoid and Minimise the Impact of Infectious Salmon Anaemia (ISA)"" October 2003 to September 2004",11/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/VHSVRisksV3.pdf,2006,1,Fisheries Research Services,FRS Other Reports,,,"Snow, M.",,Risks to wild freshwater fisheries from viral haemorrhagic septicaemia (VHS),05/06/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/2004 to 2005 YEAR REPORT.pdf,2006,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,"Monitoring compliance with ""A Code of Practice to Avoid and Minimise the Impact of Infectious Salmon Anaemia (ISA)"" October 2004 to September 2005",11/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/ISA Compliance Report 04%2105.pdf,2006,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,Monitoring compliance with A code of practice to avoid and minimise the impact of infectious salmon anaemia (ISA). October 2004 - September 2005,01/01/2006
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/FHI_service_charter07.pdf,2007,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,Fish Health Inspectorate service charter 2007,21/05/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Survey cover.pdf,2007,3,Fisheries Research Services,FRS Other Reports,,,"Bailey, N.; MacPherson, K. & Stagg, R.M.",,Report of 2005 FRS Customer / Stakeholder Survey,15/01/2007
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/FrameworkDocument.pdf,2008,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,Framework Document,22/08/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/ScienceStrategy.pdf,2008,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,"Science Strategy, Research Portfolio & Schedule of Services 2008-09",22/08/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Relating harmful phytoplankton to shellfish poisoning and human health.pdf,2008,2,Fisheries Research Services,FRS Other Reports,,,Proceedings Edited by Keith Davidson (SAMS) and Eileen Bresnan (FRS),,Relating Harmful Phytoplankton to Shellfish Poisoning and Human Health,26/06/2008
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/PublicRecord.zip,2009,UFO,Fisheries Research Services,FRS Other Reports,,,FRS,,Public Record,31/07/2009
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0191v2.pdf,1991,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Galbraith, R.D.",,Separator trawl trials with fishing vessels Comrade and Sovereign - North Minch - October 1990 (01/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0291.pdf,1991,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Walker, A.F. & Walker, A.M.",,The Little Gruinard salmon catch and release experiement. (02/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0391.pdf,1991,1,Fisheries Research Services,Collaborative/Contract Reports,,,"McHenery, J.",,Acute effects of resmethrin exposure on the mussel ( Mytilus edulis L.). (03/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0491.pdf,1991,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Struthers, G.",,Report on salmon investigations in the River Tay. (04/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0591.pdf,1991,1,Fisheries Research Services,Collaborative/Contract Reports,,,"McHenery, J.",,Acute effects of CGA18809 exposure on the mussel ( Mytilus edulis) L. (05/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0691.pdf,1991,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Ferro, R.S.T.",,Haddock and whiting catches with a 90 mm square mesh window in a 90 mm trial cod-end. (06/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/frs791.pdf,1991,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Davies, I.M.",,Report on contract PECD/7/8/173 Analytical Chemistry for the ICES/IOC Bremerhaven Workshop. (07/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/frsr8-91.pdf,1991,3,Fisheries Research Services,Collaborative/Contract Reports,,,"McHenery, J.; Francis, C. & Davies, I.M.",,Toxicity of CGA18809 to larvae of the common lobster ( Homarus gammarus L.) (08/91),01/01/1991
Scotland,,,1991,3,Fisheries Research Services,Collaborative/Contract Reports,,,"McHenery, J.; Francis, C. & Davies, I.M.",,Toxicity of FD2 to larvae of the common lobster ( Homarus gammarus L.). (09/91) [no document available],01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/frsr10-91.pdf,1991,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Callanan, K.; Murison, D.J.; McHenery, J.G. & Davies, I.M.",,Effects of CG18809 exposure on oyster ( Crassostrea gigas) embryo development. (10/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1191.pdf,1991,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Struthers, G.; Stewart, D. & MacDonald, A.",,Observance on the contribution to adult salmon catches of cage-reared S1 smolts into the River Lochy. (11/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/frsr12-91.pdf,1991,5,Fisheries Research Services,Collaborative/Contract Reports,,,"Madden, S.; Callanan, K., Robertson, N.; Moore, D.C. & Davies, I.M.",,Determination of acute toxicity (LC50) of CGA18809 to yolk sac and post yolk sac herring larvae ( Clupea harengus L.). (12/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1391.pdf,1991,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Wright, P. & Bailey, M.",,Biology of sandeels in the vicinity of seabird colonies at Shetland. (13/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1491.pdf,1991,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Laughton, R.",,River Spey juvenile survey - 1990. (14/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/frsr15-91.pdf,1991,3,Fisheries Research Services,Collaborative/Contract Reports,,,"McHenery, J.G.; Davies, I.M. & Shaw, A.W.",,"Treatment of Atlantic salmon with 14C labelled Azamethiphos (2-14C) Pyridyl CGA18809 and collection of samples for eavluation of distribution, metabolism and residues in salmon tissues and persistency of residues in treated sea water. (15/91)",01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1691.pdf,1991,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Greenstreet, S.P.R. & Hislop, J.R.G.",,Predators of Atlantic salmon Salmo salar. (16/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1791.pdf,1991,1,Fisheries Research Services,Collaborative/Contract Reports,,,"Stewart, P.A.M.",,Workshop on cod-end selectivity. Commission of the European Communities Directorate General for Fisheries. (17/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1891.pdf,1991,3,Fisheries Research Services,Collaborative/Contract Reports,,,"Marquiss, M.; Feltham, M.J. & Duncan, K.",,Sawbill ducks and salmon. (18/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll1991.pdf,1991,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Bailey, S.K.; Davies, I.M.; Harding, M.J.C. & Shanks, A.M.",,Effects of tributyltin oxide on the dogwhelk Nucella lapillus. (19/91),01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/2091.pdf,1991,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Bailey, S.K. & Davies, I.M.",,"TBT contamination in Sullom Voe, 1991, dogwhelk survey. (20/91)",01/01/1991
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0192.pdf,1992,1,Fisheries Research Services,Collaborative/Contract Reports,,,"McKay, D.W.",,Report on a survey around Scotland of potentially exploitable burrowing bivalve molluscs. (01/92),01/01/1992
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0292.pdf,1992,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Turrell, W.R. & Saward, D.",,Hydrographic assessment of the proposed sutors dump site at the entrance to the Cromarty Firth. (02/92),01/01/1992
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0392.pdf,1992,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Turrell, W.R. & Gillibrand, P.A.",,Assessing the environmental effect of new and existing fish farms in Scottish sea lochs. (03/92),01/01/1992
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0492P.pdf,1992,2,Fisheries Research Services,Collaborative/Contract Reports,,,"Morgan, R.I.G. & Polson, W.",,Freshwater development of Atlantic salmon ( Salmo salar L) progeny derived from adults of different sea ages. (04/92),01/01/1992
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0592.pdf,1992,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Robertson, M.; Madden, H.; Moore, D.C. & Davies, I.M.",,Acute effects of CGA18809 exposure on Temora longicornis. (05/92),01/01/1992
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0692.pdf,1992,4,Fisheries Research Services,Collaborative/Contract Reports,,,"Robertson, M.; Madden, H.; Moore, D.C. & Davies, I.M.",,Effects of CGA18809 exposure on the intertidal amphipod Hyale nilsoni (Rathke). (06/92),01/01/1992
